race,age,priors_count,juv_fel_count,c_charge_degree,loan_approved
Caucasian,55,0,0,0,1
African-American,25,1,0,1,1
African-American,40,5,0,1,0
African-American,21,0,0,1,0
Caucasian,50,26,0,1,0
African-American,28,10,0,1,0
African-American,20,2,0,1,0
African-American,31,10,5,1,0
African-American,57,0,0,0,1
African-American,25,0,0,0,1
African-American,22,7,0,1,0
African-American,31,3,0,1,0
African-American,43,7,0,1,1
Caucasian,25,0,0,0,1
African-American,40,1,0,1,1
African-American,20,0,0,1,0
African-American,35,2,0,0,1
African-American,34,1,0,0,0
Caucasian,27,18,0,1,0
African-American,38,3,0,1,0
Caucasian,21,0,0,1,0
African-American,25,0,0,0,0
African-American,53,6,0,0,0
African-American,50,4,0,1,1
Caucasian,23,1,0,0,1
African-American,27,2,1,1,0
Caucasian,27,0,0,0,0
African-American,29,5,0,1,0
African-American,38,1,0,0,1
Caucasian,54,2,0,1,1
African-American,26,1,0,1,0
African-American,37,23,1,1,0
African-American,36,25,0,0,0
African-American,28,18,0,1,0
African-American,49,1,0,0,1
African-American,36,11,0,1,1
African-American,26,2,0,1,1
Caucasian,41,0,0,1,1
Caucasian,40,9,1,1,1
Caucasian,29,8,0,0,1
African-American,21,7,1,1,0
Caucasian,33,0,0,1,1
African-American,26,7,0,1,1
African-American,27,0,0,0,0
African-American,35,1,0,1,1
African-American,27,3,0,0,1
African-American,31,3,0,1,1
African-American,36,26,1,1,0
Caucasian,50,1,0,1,1
Caucasian,52,1,0,1,1
African-American,24,1,0,0,1
African-American,38,0,0,1,1
African-American,54,11,0,1,1
Caucasian,71,13,0,1,1
African-American,27,9,0,1,0
Caucasian,39,1,0,1,1
African-American,46,8,1,0,0
African-American,36,5,0,1,0
African-American,55,0,0,1,1
African-American,45,0,0,0,0
Caucasian,27,0,0,1,1
African-American,23,2,0,1,0
African-American,20,1,1,1,0
African-American,31,10,0,1,1
Caucasian,24,8,0,1,1
Caucasian,37,2,0,1,0
African-American,25,0,0,0,0
Caucasian,26,0,0,1,1
Caucasian,29,0,0,1,1
African-American,41,4,0,0,0
African-American,37,0,0,1,0
Caucasian,46,2,0,1,1
Caucasian,56,10,0,1,0
African-American,23,0,0,1,0
African-American,23,1,0,1,0
African-American,25,0,0,1,0
African-American,24,1,0,1,0
African-American,35,27,0,1,1
African-American,48,10,0,1,1
Caucasian,24,2,0,1,0
African-American,25,8,0,1,1
African-American,23,0,0,1,0
Caucasian,43,2,0,1,1
Caucasian,53,0,0,0,1
African-American,24,1,0,1,0
African-American,25,4,1,0,1
African-American,28,0,0,1,1
Caucasian,21,1,0,1,1
Caucasian,33,3,0,1,0
African-American,35,1,0,1,1
Caucasian,55,3,0,0,1
African-American,28,0,0,0,1
Caucasian,44,0,0,0,0
Caucasian,48,2,0,1,1
African-American,19,3,2,1,0
African-American,24,3,0,1,0
Caucasian,50,2,0,1,1
African-American,31,0,0,0,1
Caucasian,28,0,0,1,0
Caucasian,42,0,0,1,1
African-American,21,0,0,0,0
African-American,29,5,0,1,1
Caucasian,48,1,0,1,1
Caucasian,21,0,0,1,0
Caucasian,31,3,0,1,0
Caucasian,27,0,0,1,0
Caucasian,75,1,0,1,0
African-American,28,7,0,1,0
Caucasian,67,0,0,0,1
African-American,32,11,0,1,1
African-American,44,7,0,1,1
African-American,25,1,0,1,0
African-American,30,15,0,0,0
Caucasian,28,9,0,0,1
African-American,27,0,0,1,0
African-American,36,4,0,1,1
Caucasian,25,0,0,0,1
Caucasian,31,5,0,1,0
Caucasian,30,0,0,0,0
African-American,33,4,0,1,1
African-American,26,1,0,0,0
Caucasian,22,2,0,0,0
Caucasian,50,0,0,1,1
African-American,37,4,0,1,1
Caucasian,58,1,0,1,0
Caucasian,34,3,0,0,0
Caucasian,32,1,0,1,0
African-American,29,0,0,0,0
African-American,27,0,0,0,1
Caucasian,39,5,0,1,1
African-American,24,0,0,1,1
African-American,38,8,1,0,1
Caucasian,52,7,0,1,1
African-American,56,3,0,0,0
Caucasian,46,7,0,1,0
Caucasian,38,5,0,1,0
Caucasian,47,3,0,0,1
Caucasian,32,0,0,1,1
African-American,34,27,0,0,1
African-American,42,5,0,1,1
African-American,35,0,0,0,0
Caucasian,20,0,0,1,0
Caucasian,32,2,0,1,0
Caucasian,21,0,0,0,1
African-American,24,0,0,0,0
African-American,24,1,0,0,0
African-American,26,0,0,0,0
Caucasian,52,8,0,1,1
African-American,27,1,0,0,1
Caucasian,27,0,0,0,1
Caucasian,56,0,0,1,1
Caucasian,52,16,0,1,0
African-American,37,3,0,1,0
African-American,45,0,0,0,1
African-American,23,1,0,0,1
Caucasian,36,3,0,1,0
African-American,29,0,0,1,1
African-American,69,3,0,1,1
African-American,27,11,0,1,1
African-American,28,11,1,1,0
African-American,38,4,0,0,1
African-American,19,1,0,1,0
Caucasian,37,1,0,1,1
African-American,34,0,0,0,0
Caucasian,37,7,0,1,0
African-American,21,1,0,1,1
African-American,21,0,0,1,0
Caucasian,38,3,0,1,1
African-American,47,1,0,0,1
Caucasian,56,3,0,1,1
African-American,27,2,0,1,0
African-American,23,0,0,0,1
Caucasian,57,0,0,1,1
African-American,25,9,0,1,1
African-American,23,2,0,1,0
African-American,32,8,0,1,0
African-American,36,2,0,0,1
African-American,41,5,0,0,1
African-American,21,1,0,1,0
Caucasian,43,8,0,1,0
African-American,31,2,0,0,1
Caucasian,37,0,0,0,1
African-American,27,0,0,1,1
African-American,22,2,0,1,0
Caucasian,59,2,0,1,1
African-American,33,0,0,1,0
Caucasian,39,21,0,1,1
African-American,43,2,0,1,1
Caucasian,25,5,0,1,0
African-American,36,19,3,0,0
African-American,23,3,0,1,0
Caucasian,43,3,0,0,0
Caucasian,56,9,0,0,0
African-American,20,1,0,1,0
African-American,50,2,0,0,0
Caucasian,54,1,0,0,1
African-American,20,1,0,1,0
African-American,36,3,0,1,0
African-American,56,0,0,0,1
African-American,25,28,0,0,0
African-American,25,2,1,1,1
Caucasian,42,1,0,1,0
African-American,34,9,0,0,0
African-American,48,4,0,1,1
African-American,34,21,1,0,0
Caucasian,28,0,0,1,1
Caucasian,32,1,0,1,1
Caucasian,31,2,0,1,1
African-American,24,4,0,1,0
Caucasian,25,0,0,1,0
Caucasian,32,4,0,1,1
African-American,37,20,0,1,0
African-American,24,1,0,1,0
African-American,48,0,0,0,1
African-American,25,9,1,1,0
African-American,35,1,0,1,1
African-American,21,1,0,1,0
African-American,21,0,0,1,0
Caucasian,27,0,0,1,0
African-American,22,0,0,1,1
African-American,28,4,0,1,1
African-American,26,0,0,0,1
Caucasian,34,0,0,1,1
African-American,22,3,0,1,1
Caucasian,44,5,0,1,1
Caucasian,57,1,0,1,1
African-American,22,0,0,1,0
African-American,34,0,0,1,1
African-American,24,7,0,1,0
Caucasian,20,0,0,1,1
Caucasian,35,2,0,1,1
African-American,60,13,0,1,1
African-American,22,2,0,1,1
Caucasian,72,7,0,1,1
African-American,33,3,0,1,0
African-American,24,1,0,1,0
African-American,60,0,0,1,1
Caucasian,24,3,0,1,0
African-American,30,1,0,0,1
Caucasian,43,0,0,0,1
African-American,45,1,0,0,1
Caucasian,31,1,0,0,1
African-American,40,0,0,0,1
Caucasian,50,1,0,1,1
African-American,41,7,0,1,1
Caucasian,34,5,0,1,0
Caucasian,28,0,0,1,1
African-American,30,1,0,1,1
Caucasian,23,2,0,1,0
Caucasian,21,1,0,1,0
African-American,45,1,0,1,1
African-American,22,2,0,0,0
African-American,29,6,0,1,0
African-American,30,0,0,0,1
Caucasian,45,3,0,0,0
African-American,24,2,0,1,1
Caucasian,31,4,0,1,0
Caucasian,56,0,0,0,1
African-American,24,14,0,1,0
African-American,38,11,0,1,1
African-American,51,22,0,1,0
Caucasian,22,0,0,1,1
African-American,28,5,0,0,1
African-American,47,19,0,1,0
African-American,51,0,0,0,0
Caucasian,25,1,0,0,1
African-American,30,0,0,1,1
Caucasian,33,0,0,1,0
African-American,35,5,0,1,0
African-American,33,0,0,1,1
African-American,65,11,0,1,1
African-American,37,4,0,0,1
Caucasian,33,1,0,1,1
African-American,27,2,0,1,0
African-American,29,9,0,1,0
African-American,24,3,0,1,0
African-American,43,5,0,1,1
African-American,37,11,0,0,0
African-American,53,13,0,1,1
African-American,43,4,0,1,1
African-American,26,4,0,1,0
Caucasian,30,1,0,0,1
African-American,27,6,0,1,0
Caucasian,39,9,0,1,0
Caucasian,37,4,0,0,0
Caucasian,22,3,0,0,0
Caucasian,25,0,0,1,1
Caucasian,28,0,0,0,1
African-American,25,0,0,0,0
Caucasian,58,1,0,1,1
Caucasian,29,1,0,0,0
African-American,33,8,0,1,1
African-American,38,0,0,1,1
Caucasian,38,2,0,1,1
African-American,59,22,0,1,0
African-American,57,9,0,1,1
Caucasian,53,0,0,0,0
African-American,33,2,0,1,0
Caucasian,58,1,0,0,1
Caucasian,51,1,0,0,1
African-American,25,11,0,1,0
Caucasian,53,2,0,1,1
Caucasian,32,0,0,0,0
African-American,35,6,0,1,0
Caucasian,39,1,0,1,1
Caucasian,42,5,0,0,0
African-American,37,0,0,0,1
Caucasian,39,0,0,1,1
Caucasian,52,3,0,0,1
Caucasian,42,4,0,1,0
African-American,23,6,0,1,0
African-American,42,0,0,0,0
Caucasian,28,2,0,1,1
African-American,28,5,0,1,1
Caucasian,38,12,0,1,1
African-American,43,2,0,1,0
African-American,42,0,0,1,1
Caucasian,25,0,0,0,1
African-American,32,7,0,1,0
African-American,21,0,0,1,0
Caucasian,35,1,0,0,1
Caucasian,37,0,0,1,1
African-American,33,2,0,1,1
Caucasian,51,4,0,1,1
Caucasian,39,3,0,1,1
African-American,40,3,0,1,1
African-American,32,17,0,1,0
Caucasian,18,4,5,1,0
Caucasian,32,3,0,1,0
African-American,32,10,0,1,0
Caucasian,47,5,0,0,0
Caucasian,23,0,0,0,1
Caucasian,63,10,0,1,0
African-American,38,16,0,1,0
African-American,32,6,0,0,0
African-American,31,4,0,1,0
African-American,23,0,0,1,1
Caucasian,47,0,0,0,1
Caucasian,33,1,0,1,0
Caucasian,22,1,0,1,1
Caucasian,26,1,0,0,1
Caucasian,40,0,0,0,0
African-American,36,14,10,1,0
Caucasian,65,0,0,0,1
Caucasian,44,4,0,0,0
African-American,22,0,0,0,1
Caucasian,26,4,0,1,0
African-American,56,7,0,1,1
Caucasian,52,2,0,1,0
African-American,34,5,0,1,1
African-American,33,1,0,0,0
African-American,21,1,0,1,1
African-American,46,9,0,1,1
African-American,22,2,0,0,0
Caucasian,57,1,0,0,1
African-American,22,2,0,1,0
Caucasian,48,1,0,0,0
African-American,40,21,0,1,1
African-American,30,1,0,1,1
Caucasian,21,4,0,0,0
African-American,39,22,0,1,0
Caucasian,27,13,0,1,0
Caucasian,33,0,0,0,0
African-American,24,0,0,1,1
African-American,43,0,0,1,0
Caucasian,45,0,0,0,1
African-American,51,3,0,1,1
African-American,35,2,0,1,0
African-American,31,9,0,0,0
Caucasian,27,0,0,0,1
African-American,32,1,0,1,1
Caucasian,49,0,0,0,1
African-American,29,2,0,1,1
African-American,23,2,0,1,0
African-American,55,12,0,1,0
Caucasian,30,0,0,0,1
African-American,34,13,0,1,0
Caucasian,56,2,0,1,1
African-American,33,4,0,1,1
African-American,28,1,0,0,1
African-American,29,1,0,1,1
Caucasian,38,0,0,0,1
Caucasian,37,0,0,1,1
Caucasian,33,0,0,0,0
African-American,51,19,1,1,1
African-American,65,7,0,0,1
African-American,32,1,0,0,1
Caucasian,38,5,0,1,0
African-American,35,1,0,1,1
Caucasian,57,1,0,1,1
Caucasian,26,1,0,1,1
African-American,36,4,2,0,0
Caucasian,35,3,0,1,0
African-American,33,0,0,1,1
Caucasian,47,0,0,0,1
Caucasian,35,1,0,0,0
African-American,36,1,0,1,0
Caucasian,25,0,0,0,1
African-American,34,7,0,0,1
Caucasian,51,6,0,1,0
African-American,24,8,0,1,0
Caucasian,32,0,0,1,0
African-American,43,8,0,1,0
African-American,45,20,1,0,1
African-American,42,10,0,0,0
African-American,22,1,0,1,0
African-American,49,4,0,1,1
African-American,42,0,0,1,0
Caucasian,40,0,0,0,0
African-American,25,2,0,1,0
Caucasian,25,0,0,0,0
African-American,23,0,0,1,1
Caucasian,21,2,0,1,0
Caucasian,31,3,0,0,1
African-American,28,0,0,0,1
African-American,24,11,0,1,0
Caucasian,45,0,0,1,1
African-American,23,2,0,0,0
African-American,39,7,0,1,0
Caucasian,25,2,0,1,1
African-American,24,1,0,1,1
Caucasian,46,1,0,1,1
Caucasian,47,3,0,1,1
Caucasian,54,2,0,0,0
African-American,22,1,0,0,0
Caucasian,34,0,0,0,1
Caucasian,33,0,0,0,0
Caucasian,27,1,0,0,1
African-American,29,16,0,1,0
African-American,32,1,0,1,1
African-American,29,0,0,0,1
Caucasian,25,2,0,0,0
Caucasian,34,16,0,1,0
African-American,55,1,0,1,1
African-American,27,0,0,1,0
African-American,26,0,0,0,1
African-American,39,19,2,1,0
African-American,24,1,0,1,1
Caucasian,29,0,0,0,1
Caucasian,31,3,0,1,0
African-American,50,13,0,1,0
African-American,31,4,0,1,0
Caucasian,26,2,1,1,1
Caucasian,54,2,0,1,1
African-American,33,14,0,1,0
African-American,22,0,0,0,0
African-American,35,8,0,1,1
African-American,25,0,0,1,1
African-American,25,0,0,1,1
African-American,44,0,0,1,0
Caucasian,29,2,0,1,0
Caucasian,46,2,0,1,0
Caucasian,53,0,0,0,1
African-American,24,2,0,1,0
African-American,52,2,0,1,0
African-American,27,0,0,0,0
Caucasian,41,0,0,1,1
African-American,21,0,0,1,0
Caucasian,24,1,0,1,1
Caucasian,38,8,0,1,1
Caucasian,23,0,0,0,1
African-American,42,0,0,1,1
Caucasian,32,4,0,1,1
African-American,24,5,5,1,0
African-American,26,4,0,1,0
Caucasian,50,9,0,1,0
African-American,32,3,0,0,1
African-American,40,13,0,1,1
Caucasian,25,1,0,0,0
African-American,27,2,0,1,1
Caucasian,23,0,0,1,0
African-American,37,22,0,0,0
African-American,32,1,0,0,0
African-American,38,2,0,0,0
Caucasian,52,4,0,0,0
Caucasian,29,2,0,1,1
African-American,28,7,0,0,0
African-American,49,0,0,0,1
Caucasian,50,0,0,1,1
Caucasian,26,2,0,1,0
Caucasian,34,0,0,1,0
Caucasian,28,1,0,1,1
Caucasian,36,4,0,1,0
African-American,45,1,0,1,0
African-American,30,0,0,1,0
African-American,24,3,0,1,0
African-American,25,0,0,0,0
African-American,25,4,0,0,0
Caucasian,45,2,0,1,1
Caucasian,26,1,0,1,0
Caucasian,40,2,0,0,1
Caucasian,60,1,0,0,1
African-American,31,6,0,1,1
Caucasian,36,4,0,0,1
African-American,21,1,0,1,0
Caucasian,55,0,0,0,1
Caucasian,22,1,0,1,0
African-American,23,1,0,1,1
Caucasian,24,7,0,0,0
African-American,40,13,0,1,0
Caucasian,57,9,0,1,0
Caucasian,33,0,0,0,0
Caucasian,32,2,0,1,1
Caucasian,47,3,0,1,1
Caucasian,51,6,0,0,0
African-American,22,1,0,1,1
Caucasian,47,2,0,1,1
Caucasian,28,1,0,1,0
African-American,21,1,0,1,0
African-American,28,5,0,1,1
Caucasian,44,1,0,0,0
African-American,25,0,0,1,0
African-American,34,4,0,0,1
Caucasian,65,0,0,0,1
Caucasian,33,5,0,1,0
Caucasian,23,0,0,0,1
Caucasian,44,0,0,0,1
African-American,24,1,0,0,1
Caucasian,51,1,0,0,1
African-American,21,0,0,1,0
Caucasian,39,6,0,1,1
African-American,29,29,0,1,0
Caucasian,24,1,0,1,1
African-American,23,0,0,1,0
African-American,31,11,0,1,0
African-American,35,0,0,0,1
Caucasian,34,8,0,1,1
African-American,39,4,0,1,1
African-American,29,6,0,0,1
Caucasian,51,0,0,0,1
Caucasian,22,1,0,1,1
Caucasian,29,2,0,1,1
Caucasian,35,8,0,1,0
Caucasian,32,6,0,1,0
Caucasian,33,3,0,0,0
Caucasian,58,5,0,1,0
African-American,30,3,0,1,1
African-American,33,2,0,1,0
African-American,24,0,0,1,0
African-American,48,10,0,1,1
African-American,23,0,0,0,1
Caucasian,23,2,0,1,0
African-American,29,0,0,0,0
Caucasian,48,2,0,1,1
Caucasian,37,4,0,0,0
Caucasian,50,3,0,1,1
African-American,19,3,0,1,0
Caucasian,39,2,0,0,1
African-American,49,13,2,1,1
Caucasian,58,2,0,1,1
African-American,31,6,0,1,1
African-American,23,1,0,0,1
African-American,23,0,0,1,0
Caucasian,31,17,0,1,0
Caucasian,57,6,0,1,1
Caucasian,31,0,0,0,1
African-American,57,19,0,1,1
Caucasian,57,12,0,0,1
African-American,29,6,0,0,0
African-American,30,0,0,0,0
African-American,45,11,0,1,1
Caucasian,42,0,0,1,1
African-American,29,12,0,1,0
Caucasian,23,0,0,1,1
Caucasian,28,0,0,1,1
African-American,41,3,0,1,1
African-American,25,1,0,0,0
Caucasian,34,3,0,0,1
African-American,53,26,0,1,0
African-American,28,1,0,1,0
African-American,27,0,0,1,1
African-American,39,4,0,1,1
Caucasian,55,6,0,1,1
African-American,27,4,0,1,0
Caucasian,30,7,0,1,0
African-American,31,15,3,0,0
African-American,20,1,0,0,0
Caucasian,26,2,0,1,0
African-American,44,7,0,1,0
African-American,33,17,0,1,0
Caucasian,34,0,0,1,0
Caucasian,27,0,0,0,1
African-American,21,1,0,1,0
African-American,29,4,0,1,1
African-American,27,7,0,1,1
Caucasian,24,0,0,1,1
African-American,29,0,0,1,0
Caucasian,20,0,0,1,1
Caucasian,23,0,0,1,1
African-American,48,0,0,0,1
African-American,34,0,0,0,0
African-American,46,1,0,0,0
Caucasian,41,3,0,1,1
African-American,26,3,0,1,0
African-American,37,11,0,1,0
Caucasian,54,7,0,1,1
African-American,25,5,0,0,1
Caucasian,22,2,0,1,1
African-American,32,7,0,1,1
African-American,44,0,0,0,1
African-American,28,1,0,1,1
African-American,60,3,0,0,1
Caucasian,49,0,0,1,1
African-American,32,9,0,1,1
African-American,30,10,0,0,0
Caucasian,52,0,0,1,1
African-American,27,1,0,0,1
African-American,34,0,0,1,1
African-American,55,5,0,1,0
African-American,37,6,0,0,1
African-American,33,0,0,0,1
African-American,22,0,0,1,0
African-American,27,0,0,0,1
African-American,20,0,0,1,0
Caucasian,33,0,0,1,1
African-American,26,0,0,0,1
African-American,29,0,0,0,1
African-American,32,1,0,0,1
Caucasian,37,4,0,0,1
African-American,31,15,0,1,1
African-American,29,6,0,1,0
African-American,31,6,0,1,1
Caucasian,36,2,0,1,1
African-American,35,4,0,0,1
African-American,37,1,0,1,1
Caucasian,34,5,0,0,0
Caucasian,20,1,0,0,0
African-American,50,12,0,0,0
Caucasian,24,8,0,1,0
African-American,29,8,0,0,0
African-American,45,1,0,1,1
Caucasian,34,2,0,1,0
African-American,70,0,0,0,1
African-American,26,2,0,1,1
African-American,23,4,1,1,1
Caucasian,27,5,0,0,1
Caucasian,44,6,0,1,0
African-American,23,2,0,0,0
African-American,26,0,0,0,1
Caucasian,23,2,0,0,1
African-American,27,3,0,1,0
Caucasian,46,1,0,1,1
African-American,27,1,1,1,1
Caucasian,45,7,0,1,1
African-American,42,1,0,0,1
Caucasian,24,3,0,0,0
African-American,20,2,1,1,0
Caucasian,49,3,0,1,1
Caucasian,29,8,0,0,0
Caucasian,52,1,0,1,1
African-American,26,1,0,0,1
African-American,53,15,0,1,0
African-American,38,0,0,0,0
African-American,25,1,0,1,1
African-American,21,1,1,1,0
African-American,48,0,0,0,1
Caucasian,40,1,0,1,1
African-American,22,0,0,1,0
African-American,36,4,0,0,1
Caucasian,38,2,0,0,1
Caucasian,44,0,0,0,0
African-American,23,2,0,1,0
Caucasian,64,0,0,0,1
Caucasian,38,5,0,0,0
African-American,49,1,0,1,1
African-American,45,3,0,1,1
African-American,51,3,0,1,1
African-American,50,0,0,1,1
Caucasian,33,2,0,0,1
Caucasian,54,0,0,0,1
Caucasian,33,14,0,1,1
African-American,42,17,0,0,0
Caucasian,34,3,0,1,1
Caucasian,38,2,0,1,0
African-American,21,1,0,1,0
African-American,33,5,0,1,1
African-American,32,9,0,0,0
Caucasian,45,1,0,0,1
Caucasian,30,1,0,1,0
African-American,29,0,0,1,1
African-American,44,3,0,0,1
Caucasian,51,0,0,0,0
African-American,28,0,0,1,1
Caucasian,27,1,0,1,1
African-American,30,0,0,1,1
African-American,32,0,0,0,1
Caucasian,27,5,0,1,1
African-American,21,0,0,1,1
Caucasian,34,0,0,1,0
African-American,24,7,0,1,0
Caucasian,32,0,0,0,1
Caucasian,38,5,0,1,0
African-American,56,3,0,0,1
African-American,44,0,0,0,1
African-American,31,1,0,0,0
Caucasian,25,6,0,1,1
African-American,20,0,0,0,1
African-American,35,1,0,0,1
African-American,33,1,0,1,0
African-American,24,0,0,0,1
African-American,27,9,0,1,0
African-American,21,2,0,0,1
African-American,38,9,0,1,0
Caucasian,20,0,0,1,0
African-American,30,9,0,1,0
Caucasian,36,9,0,1,0
African-American,23,2,0,0,0
African-American,39,21,0,1,0
African-American,32,3,0,0,1
Caucasian,29,3,0,1,0
Caucasian,58,2,0,0,0
Caucasian,23,3,0,0,0
African-American,68,5,0,1,1
Caucasian,26,2,0,0,1
African-American,51,0,0,1,0
African-American,25,0,0,0,1
African-American,40,5,0,1,0
African-American,51,14,0,1,1
African-American,27,2,0,0,0
African-American,49,11,0,0,0
Caucasian,28,5,0,0,1
African-American,20,0,0,1,1
African-American,21,2,0,1,0
African-American,31,0,0,1,1
African-American,57,0,0,0,1
Caucasian,61,8,0,1,0
African-American,54,3,0,1,0
Caucasian,39,0,0,1,1
African-American,24,1,0,1,1
African-American,48,8,0,1,0
African-American,30,6,0,0,0
African-American,26,10,0,1,0
Caucasian,36,2,0,1,1
African-American,37,12,0,1,0
African-American,26,4,0,1,0
African-American,29,7,0,0,0
African-American,26,1,0,0,0
African-American,60,2,0,1,1
Caucasian,27,2,0,1,0
African-American,41,16,2,1,0
Caucasian,22,1,0,1,1
African-American,28,3,0,1,1
African-American,33,13,0,1,0
African-American,28,2,0,1,1
Caucasian,55,0,0,0,0
African-American,21,6,0,1,0
Caucasian,29,6,0,1,0
African-American,45,5,0,1,1
African-American,24,2,0,0,0
African-American,50,12,0,1,0
African-American,24,1,0,0,0
African-American,47,1,0,1,1
Caucasian,57,1,0,0,1
Caucasian,54,6,0,1,1
Caucasian,42,0,0,0,1
Caucasian,35,5,0,1,1
African-American,30,0,0,1,0
Caucasian,53,1,0,1,1
African-American,31,2,0,0,1
Caucasian,83,4,0,1,1
African-American,31,0,0,1,0
African-American,47,9,0,1,1
African-American,50,0,0,0,1
African-American,24,9,0,0,0
African-American,22,2,0,1,1
African-American,30,2,0,1,1
African-American,36,4,0,0,1
Caucasian,43,22,0,0,0
African-American,50,0,0,0,1
Caucasian,42,3,0,1,1
Caucasian,29,1,0,1,0
African-American,25,5,0,1,0
African-American,36,4,0,1,1
African-American,24,1,0,0,0
Caucasian,28,5,0,1,1
Caucasian,31,0,0,0,0
African-American,23,0,0,1,1
Caucasian,29,4,0,0,0
African-American,51,11,0,0,0
African-American,34,1,0,1,1
African-American,29,12,0,1,0
African-American,39,13,0,1,0
African-American,59,15,0,0,0
African-American,23,3,0,1,0
African-American,31,15,0,1,1
Caucasian,53,0,0,0,1
African-American,34,12,0,1,1
African-American,63,1,0,1,1
African-American,21,0,0,1,0
Caucasian,47,28,0,1,0
African-American,34,7,0,1,0
African-American,43,1,0,0,1
Caucasian,58,4,0,1,0
African-American,36,16,3,1,0
African-American,23,0,0,0,1
African-American,34,5,0,1,0
Caucasian,56,13,0,1,1
Caucasian,52,0,0,1,1
African-American,56,0,0,1,1
African-American,37,0,0,0,1
Caucasian,50,0,0,0,1
African-American,25,1,0,1,0
African-American,22,0,0,1,0
Caucasian,43,0,0,0,0
Caucasian,30,1,0,0,1
Caucasian,24,0,0,1,1
African-American,29,7,0,0,0
Caucasian,27,3,0,1,1
Caucasian,24,0,0,1,1
African-American,74,0,0,1,1
African-American,27,8,0,0,0
African-American,39,8,0,1,0
Caucasian,29,5,0,1,1
African-American,25,0,0,0,0
African-American,35,5,0,1,1
African-American,29,1,0,0,0
Caucasian,36,1,0,1,1
African-American,61,13,0,1,0
Caucasian,26,2,0,1,1
African-American,28,1,0,0,1
African-American,26,1,0,1,1
Caucasian,39,11,0,1,0
African-American,22,3,0,1,0
Caucasian,28,0,0,1,1
Caucasian,51,1,0,1,0
African-American,23,0,0,0,1
African-American,29,6,1,1,0
African-American,24,1,0,0,0
African-American,33,5,0,1,1
Caucasian,21,1,1,1,0
Caucasian,59,3,0,0,1
Caucasian,26,4,0,1,0
Caucasian,36,0,0,0,1
Caucasian,19,5,1,0,0
African-American,21,1,0,1,0
African-American,52,0,0,0,0
African-American,56,12,0,1,0
Caucasian,40,1,0,0,1
Caucasian,48,8,0,0,0
African-American,24,2,0,0,1
African-American,26,0,0,1,1
African-American,59,5,0,0,1
Caucasian,66,1,0,1,0
African-American,54,6,0,1,1
Caucasian,31,4,0,0,0
Caucasian,34,0,0,1,1
African-American,25,9,0,1,0
Caucasian,47,2,0,1,1
African-American,51,12,0,1,0
Caucasian,25,1,0,1,1
African-American,31,2,0,1,0
Caucasian,36,1,0,1,1
Caucasian,77,3,0,1,1
Caucasian,49,0,0,0,1
African-American,31,0,0,1,1
Caucasian,30,1,0,1,1
African-American,29,3,1,1,0
Caucasian,53,6,0,1,0
African-American,21,1,0,1,0
African-American,21,0,0,1,1
African-American,27,1,0,1,0
African-American,65,0,0,1,1
Caucasian,59,0,0,0,1
African-American,59,0,0,0,1
African-American,24,0,0,0,1
African-American,40,0,0,1,1
African-American,51,0,0,1,0
African-American,34,10,1,1,0
African-American,52,1,0,1,1
Caucasian,29,1,0,1,0
African-American,24,15,0,1,0
African-American,38,2,0,1,0
African-American,22,0,0,1,1
African-American,43,0,0,1,1
Caucasian,32,5,0,1,0
African-American,55,0,0,1,1
African-American,26,2,0,1,1
Caucasian,23,1,0,0,1
Caucasian,28,1,0,0,0
African-American,26,0,0,1,1
Caucasian,28,1,0,0,0
African-American,43,0,0,1,0
Caucasian,30,3,0,1,1
African-American,33,21,0,0,0
Caucasian,21,0,0,0,1
Caucasian,32,0,0,0,1
African-American,22,1,0,1,0
African-American,51,3,0,1,1
African-American,20,2,0,1,0
Caucasian,35,2,0,1,1
African-American,37,3,0,1,1
African-American,28,0,0,0,0
Caucasian,41,3,0,0,0
African-American,24,0,0,0,0
African-American,33,3,0,0,1
African-American,25,4,0,1,0
Caucasian,30,4,0,1,1
African-American,20,1,0,1,0
African-American,42,1,0,1,1
African-American,40,15,0,1,0
African-American,39,0,0,1,0
African-American,21,0,0,1,1
Caucasian,39,2,0,1,0
Caucasian,24,0,0,1,1
African-American,41,0,0,1,1
African-American,39,1,0,1,1
African-American,24,3,0,1,1
African-American,24,1,0,1,1
African-American,29,0,0,0,0
African-American,39,35,0,1,1
Caucasian,25,2,0,0,0
Caucasian,23,0,0,1,0
African-American,22,1,0,1,0
African-American,26,3,0,0,0
African-American,24,3,0,0,0
African-American,44,0,0,0,1
Caucasian,36,1,0,1,0
Caucasian,39,10,0,1,0
Caucasian,42,0,0,1,1
Caucasian,45,1,0,0,1
African-American,25,7,0,1,0
Caucasian,28,7,0,1,1
Caucasian,33,0,0,1,1
Caucasian,25,0,0,0,1
African-American,32,5,0,1,1
African-American,23,0,0,1,1
Caucasian,39,0,0,0,1
African-American,27,12,0,1,0
Caucasian,35,4,0,0,1
African-American,23,1,0,1,1
African-American,38,0,0,0,1
African-American,30,4,0,1,1
Caucasian,30,1,0,1,1
Caucasian,30,0,0,0,1
African-American,26,18,1,1,0
African-American,31,2,0,1,1
Caucasian,41,1,0,0,1
African-American,25,0,0,0,1
Caucasian,26,1,0,1,1
African-American,38,2,0,1,0
African-American,37,0,0,0,1
Caucasian,34,3,0,0,1
